First Name,Last Name,Retirement Season,Age,PP,2P,GB,GP,AB,PA,R,H,HR,AVG,OBP,SLG,OPS,1B,2B,3B,RBI,XBH,TB,SB,CS,BB,K,HBP,ISO,BABIP,SH,SF,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR
Jude,Mezannine,,27,1B,,220,605,604,678,95,150,13,.248,.316,.354,.670,115,19,3,79,35,214,24,9,51,146,11,.106,.304,7,5,1,0,1.1,46.5,.24,.08,.23,-24.6,1.0,0.5,-8.6,0.6,-31.0,-3.1,2.9
Stellina,Seraphina,,29,RF,1B/OF,527,560,1604,1790,217,439,56,.274,.338,.442,.780,293,78,12,216,146,709,86,24,142,349,20,.168,.316,11,13,10,0,3.2,28.6,.22,.08,.33,23.7,6.6,0.5,-0.6,1.0,31.2,3.1,16.9
Naito,Wang,,41,C,RF,211,680,502,570,61,140,20,.279,.349,.454,.803,92,28,0,72,48,228,1,0,53,144,5,.175,.347,2,8,0,5,0.8,25.1,.29,.09,.34,6.0,-0.2,0.5,3.6,0.2,10.2,1.0,5.2
Chewie,Goldberg,,22,C,1B,20,80,45,52,3,10,1,.222,.314,.333,.647,7,2,0,3,3,15,0,0,4,11,2,.111,.273,1,0,0,0,0.7,45.0,.24,.08,.30,-6.7,0.0,0.5,1.5,0.1,-4.7,-0.5,0.3
Buddy,Weaver,,35,SS,IF/OF,116,160,303,335,21,69,4,.228,.294,.320,.614,49,16,0,31,20,97,0,1,26,62,3,.092,.273,2,1,5,0,2.1,75.8,.20,.08,.29,-17.1,-0.7,0.5,1.0,0.2,-16.1,-1.6,1.2
Sullivan,Sherwood,19,40,RF,OF,123,954,217,228,21,51,2,.235,.253,.313,.567,38,11,0,27,13,68,0,0,5,55,1,.078,.302,3,2,2,0,0.2,108.5,.25,.02,.25,-14.0,-0.1,0.5,-1.0,0.1,-14.5,-1.5,0.0
Kenny,Funkhouser,,31,SS,3B,139,141,429,471,63,130,15,.303,.362,.480,.843,89,21,5,50,41,206,7,1,38,57,2,.177,.322,2,0,11,0,3.3,28.6,.13,.08,.32,13.7,0.7,0.5,1.6,0.4,16.8,1.7,6.2
John,Halo,,36,1B,,1283,1326,3836,4338,548,1023,179,.267,.341,.461,.801,649,182,13,612,374,1768,11,7,409,912,40,.194,.303,16,37,12,0,3.3,21.4,.24,.09,.37,86.0,-3.9,0.5,-40.3,2.2,44.5,4.5,35.9
Linfield,O'Connor,4,34,1B,,169,235,503,542,58,109,22,.217,.270,.386,.656,68,19,0,63,41,194,1,0,34,140,3,.169,.255,2,0,1,0,2.3,22.9,.28,.06,.38,-14.4,0.1,0.4,-5.0,0.5,-18.4,-1.9,1.8
Minty,Gelato,,25,C,LF,324,480,804,901,86,208,15,.259,.325,.357,.682,159,34,0,87,49,287,0,2,71,188,11,.098,.317,8,7,2,6,1.9,53.6,.23,.08,.24,-18.8,-1.6,0.4,14.5,0.6,-4.9,-0.5,6.7
Broseph,Thirzty,,22,CF,1B,228,240,674,759,100,201,14,.298,.368,.421,.790,150,33,4,69,51,284,50,11,68,138,9,.123,.356,4,4,2,0,3.2,48.1,.20,.09,.25,12.7,5.1,0.4,-3.3,0.5,15.4,1.6,8.2
Rock,Short,1,38,2B,SS,9,46,22,27,4,7,0,.318,.444,.364,.808,6,1,0,3,1,8,0,0,5,5,0,.045,.412,0,0,0,0,0.6,Infinity,.23,.19,.14,0.6,0.0,0.4,0.0,0.0,1.1,0.1,0.3
Terrone,Hurley,,43,RF,1B/OF,79,965,184,201,15,58,3,.315,.365,.408,.773,48,6,1,20,10,75,3,0,14,45,1,.092,.401,1,1,1,0,0.2,61.3,.24,.07,.17,4.3,0.4,0.4,-0.1,0.1,5.1,0.5,1.9
Branson,Richard,,26,C,,205,560,496,547,54,114,2,.230,.291,.278,.569,94,18,0,44,20,138,10,2,42,106,2,.048,.286,4,3,0,4,1.0,248.0,.21,.08,.18,-35.9,1.0,0.4,4.7,0.4,-29.4,-3.0,1.7
Sigurd,Bastani,,36,CF,1B/OF,475,561,1444,1627,169,390,36,.270,.346,.402,.748,274,77,3,184,116,581,3,2,155,205,16,.132,.293,5,7,8,0,2.9,40.1,.14,.10,.30,15.0,-1.5,0.4,-4.5,0.9,10.3,1.0,13.8
Guillermo,Esquivel,8,39,2B,3B,574,640,1679,1849,180,423,50,.252,.310,.382,.691,307,64,2,184,116,641,3,1,135,376,11,.130,.295,11,13,36,0,2.9,33.6,.22,.07,.27,-28.5,-0.4,0.4,5.0,1.4,-22.1,-2.3,10.3
Fairy,Nuffers,,21,3B,1B/OF,1,1,3,3,1,2,0,.667,.667,1.000,1.667,1,1,0,0,1,3,0,0,0,1,0,.333,1.000,0,0,0,0,3.0,Infinity,.33,.00,.50,-2.5,-1.0,0.4,-0.1,0.2,-3.0,-0.3,1.3
Vick,Sandwalker,5,39,1B,,271,335,801,891,108,229,34,.286,.352,.458,.810,161,32,2,127,68,367,2,0,77,175,7,.172,.327,1,5,2,0,2.7,23.6,.22,.09,.30,24.3,0.2,0.4,-8.0,0.8,17.7,1.8,7.9
Bayclo,Maxx,,22,RF,LF,42,80,121,139,10,27,0,.223,.319,.273,.592,21,6,0,9,6,33,3,1,16,20,1,.050,.267,1,0,0,0,1.7,Infinity,.17,.12,.22,-11.5,-1.8,0.4,-2.7,0.2,-15.5,-1.5,0.1
Dingding,Toffolo,14,38,RF,C,933,1062,2835,3167,401,814,45,.287,.351,.407,.759,589,154,26,317,225,1155,180,44,260,376,32,.120,.316,17,23,16,2,3.0,63.0,.13,.08,.28,14.8,14.7,0.4,6.5,1.8,38.2,3.8,25.5
Special,Witness,14,43,1B,LF,482,953,1439,1593,183,364,61,.253,.314,.441,.755,216,87,0,212,148,634,3,1,119,331,15,.188,.286,8,12,4,0,1.7,23.6,.23,.07,.41,6.2,-0.2,0.4,-7.1,1.3,0.6,0.1,11.0
Justin,Blackburn,,38,C,,379,702,1068,1195,124,256,36,.240,.313,.377,.691,181,39,0,129,75,403,0,0,103,249,13,.138,.280,8,3,1,8,1.7,29.7,.23,.09,.29,-10.3,-0.7,0.4,7.2,0.5,-2.9,-0.3,7.9
Chamberlain,Testarosa,,30,CF,1B,614,720,1792,1998,223,459,67,.256,.322,.425,.746,299,85,8,243,160,761,12,11,163,488,15,.169,.314,17,11,5,1,2.8,26.7,.27,.08,.35,5.2,-3.6,0.4,-7.4,1.0,-4.3,-0.4,14.6
Uriah,Potts,7,37,RF,OF,70,182,208,227,28,60,5,.288,.341,.404,.745,46,9,0,26,14,84,13,3,14,38,3,.115,.331,1,1,1,0,1.2,41.6,.18,.06,.23,1.4,1.1,0.4,-0.6,0.2,2.5,0.3,1.8
Theo,Trench,,34,2B,,193,594,454,502,43,115,6,.253,.318,.335,.653,90,19,0,43,25,152,0,1,39,91,5,.081,.304,2,2,10,1,0.8,75.7,.20,.08,.22,-11.9,-0.8,0.4,0.8,0.2,-11.3,-1.1,2.3
Nelly,Longstroke,14,45,1B,,278,996,776,870,102,209,35,.269,.339,.451,.790,138,36,0,126,71,350,1,0,77,174,8,.182,.303,2,7,1,2,0.9,22.2,.22,.09,.34,12.1,0.0,0.3,-8.3,0.7,4.8,0.5,6.4
Grover,Lobster,,29,C,RF,224,400,601,676,71,140,15,.233,.303,.348,.651,102,22,1,75,38,209,2,0,55,149,8,.115,.283,7,5,0,7,1.7,40.1,.25,.08,.27,-21.6,-0.1,0.3,4.5,0.5,-16.3,-1.6,4.0
Grip,Corker,1,39,C,,62,80,197,223,27,56,5,.284,.359,.426,.785,38,13,0,16,18,84,0,0,21,14,3,.142,.283,0,2,0,1,2.8,39.4,.07,.09,.32,2.5,0.0,0.3,1.2,0.3,4.2,0.4,1.9
Decha,Srisuwan,,26,1B,,242,561,626,700,73,156,16,.249,.322,.379,.701,110,27,3,77,46,237,2,0,64,174,5,.129,.319,2,3,1,0,1.2,39.1,.28,.09,.29,-14.9,0.0,0.3,-7.6,0.3,-21.9,-2.2,2.8
Elian,Nunez,8,39,LF,1B,41,429,102,114,18,20,3,.196,.281,.324,.604,13,4,0,7,7,33,0,0,10,27,2,.127,.236,0,0,0,0,0.3,34.0,.26,.09,.35,-4.4,0.0,0.3,0.6,0.1,-3.5,-0.4,0.4
Delbert,Hayes,18,39,SS,,179,409,494,549,66,125,14,.253,.326,.370,.696,96,14,1,49,29,183,0,0,50,100,4,.117,.291,0,1,10,2,1.3,35.3,.20,.09,.23,-5.7,-0.4,0.3,-0.3,0.1,-6.0,-0.6,3.2
Grape,Dixon,,38,1B,3B,547,898,1430,1613,218,322,41,.225,.305,.367,.672,216,50,15,177,106,525,66,28,151,442,15,.142,.295,12,5,9,7,1.8,34.9,.31,.09,.33,-21.5,-0.8,0.3,-9.9,0.7,-31.1,-3.1,8.1
Mohammad,Bango,7,41,RF,OF,440,526,1241,1400,173,310,56,.250,.322,.439,.761,191,59,4,180,119,545,10,6,125,307,13,.189,.285,9,12,9,0,2.7,22.2,.25,.09,.38,9.4,-1.1,0.3,-3.6,1.2,6.1,0.6,10.1
Adalynn,Dunn,10,42,SS,3B,652,745,1872,2069,209,471,63,.252,.313,.405,.719,309,99,0,244,162,759,0,1,158,466,18,.154,.300,4,17,44,0,2.8,29.7,.25,.08,.34,-7.9,-1.2,0.3,5.3,1.4,-2.2,-0.2,13.9
Braydon,Franklin,,33,2B,IF,852,909,2640,2939,321,676,87,.256,.321,.412,.733,443,142,4,348,233,1087,46,22,242,593,22,.156,.297,11,24,55,0,3.2,30.3,.22,.08,.34,7.6,-2.8,0.3,22.5,1.1,28.6,2.9,24.3
Vip,Colon,10,37,C,RF,441,735,1196,1323,137,291,40,.243,.305,.386,.691,202,47,2,158,89,462,0,0,95,343,14,.143,.306,10,8,3,8,1.8,29.9,.29,.07,.31,-25.6,-0.4,0.3,7.1,0.9,-17.8,-1.8,7.2
Pascal,Bernard,,21,RF,1B/OF,150,160,408,464,44,111,8,.272,.348,.380,.728,84,18,1,48,27,155,2,1,43,75,6,.108,.314,4,3,1,0,2.9,51.0,.18,.09,.24,-0.3,-0.9,0.2,-0.2,0.4,-0.8,-0.1,4.7
Cameron,Stafford,11,39,LF,OF,719,861,2160,2382,243,527,32,.244,.305,.343,.648,383,106,6,189,144,741,49,23,182,397,15,.099,.283,9,16,13,0,2.8,67.5,.18,.08,.27,-62.2,-1.5,0.2,6.6,1.6,-55.4,-5.6,10.6
Smoke,Singleton,,28,CF,OF,206,207,661,743,105,183,34,.277,.346,.489,.834,114,32,3,119,69,323,28,13,70,117,2,.212,.289,5,5,3,0,3.6,19.4,.18,.09,.38,35.8,1.4,0.2,-3.1,0.5,34.9,3.5,10.4
Sloane,Lawson,,32,RF,1B/OF,39,80,111,121,13,28,2,.252,.306,.387,.693,18,7,1,16,10,43,5,1,9,31,0,.135,.329,0,1,0,0,1.5,55.5,.28,.07,.36,-5.1,0.5,0.2,-0.1,0.1,-4.3,-0.4,0.9
Jordan,Pepper,,23,CF,,6,80,8,9,12,1,0,.125,.222,.125,.347,1,0,0,0,0,1,6,2,1,3,0,.000,.200,0,0,0,0,0.1,Infinity,.38,.11,.00,-4.9,1.3,0.2,0.0,0.0,-3.3,-0.3,0.0
Barrett,Chambers,,34,LF,1B/OF,696,850,2038,2290,226,517,58,.254,.323,.393,.716,354,100,5,265,163,801,1,3,195,418,24,.139,.290,11,22,14,0,2.7,35.1,.21,.09,.32,-14.8,-2.6,0.2,5.6,0.9,-10.6,-1.1,14.9
Makenna,Patterson,,38,LF,OF,65,744,180,200,10,40,4,.222,.285,.328,.613,29,7,0,17,11,59,0,0,17,43,0,.106,.265,0,3,1,0,0.3,45.0,.24,.09,.28,-8.2,-0.1,0.2,0.6,0.1,-7.4,-0.8,0.7
Jo,Enriquez,18,43,3B,SS,692,1278,1912,2151,218,474,49,.248,.319,.380,.699,327,90,8,227,147,727,15,9,185,433,24,.132,.293,11,19,45,0,1.7,39.0,.23,.09,.31,-29.5,-2.0,0.2,0.6,1.1,-29.6,-3.0,11.7
Lukas,Becker,9,38,C,,293,684,825,921,75,192,8,.233,.300,.316,.616,139,45,0,61,53,261,2,1,74,123,7,.084,.263,10,5,1,6,1.3,103.1,.15,.08,.28,-30.6,-0.4,0.2,5.6,0.7,-24.6,-2.5,3.8
Dallas,Frank,2,44,3B,1B,87,116,215,245,13,49,3,.228,.305,.302,.607,39,7,0,21,10,65,0,1,23,48,2,.074,.275,2,3,4,1,2.1,71.7,.22,.09,.20,-12.8,-0.5,0.2,-0.6,0.3,-13.4,-1.3,0.4
Liz,Mutton,,34,LF,OF,336,458,937,1021,90,220,12,.235,.289,.309,.598,174,34,0,84,46,290,4,2,65,169,8,.075,.274,7,4,6,0,2.2,78.1,.18,.06,.21,-48.1,-0.7,0.2,3.1,0.6,-44.9,-4.5,2.4
Turtle,Hammerhead,2,35,CF,OF,15,111,21,24,12,5,0,.238,.304,.286,.590,4,1,0,1,1,6,9,1,1,5,1,.048,.313,1,0,0,0,0.2,Infinity,.24,.04,.20,-1.1,1.4,0.2,-0.2,0.0,0.3,0.0,0.2
Payton,Friedman,2,39,1B,3B,137,160,409,462,72,119,31,.291,.359,.572,.931,67,20,1,83,52,234,0,0,42,80,4,.281,.290,2,5,3,0,2.9,13.2,.20,.09,.44,24.0,0.0,0.2,-2.4,0.5,22.3,2.2,5.4
Ayaan,Cano,11,42,LF,RF,501,811,1482,1648,160,374,38,.252,.317,.399,.715,241,87,8,184,133,591,10,10,132,320,14,.146,.295,6,14,8,0,2.0,39.0,.22,.08,.36,-8.1,-3.1,0.2,4.8,1.1,-5.2,-0.5,10.7
Piriperi,Leone,,21,C,1B,81,161,167,188,11,35,1,.210,.287,.269,.557,27,7,0,5,8,45,0,0,19,42,0,.060,.270,0,2,1,1,1.2,167.0,.25,.10,.23,-6.5,0.0,0.2,4.3,0.2,-1.8,-0.2,1.8
Paxton,Green,,29,RF,OF,737,800,2199,2485,311,561,118,.255,.331,.467,.799,331,111,1,332,230,1028,7,5,228,545,30,.212,.286,13,15,16,0,3.1,18.6,.25,.09,.41,56.9,-2.9,0.2,-6.6,1.1,48.7,4.9,23.7
Scott,Reyes,2,35,SS,2B,3,149,8,9,2,4,0,.500,.556,.500,1.056,4,0,0,0,0,4,0,1,1,0,0,.000,.500,0,0,0,0,0.1,Infinity,.00,.11,.00,1.0,-0.5,0.2,0.0,0.0,0.7,0.1,0.1
Cumulo,Buffims,,25,SS,2B,390,401,1224,1375,158,332,63,.271,.341,.482,.823,203,63,3,208,129,590,0,1,119,204,16,.211,.278,4,12,24,0,3.4,19.4,.17,.09,.39,29.2,-1.4,0.1,-4.5,1.0,24.4,2.5,13.6
Todd,Dorsey,,33,LF,IF/OF,205,241,612,674,79,161,13,.263,.319,.384,.703,117,27,4,61,44,235,9,5,47,136,6,.121,.316,4,5,7,0,2.8,47.1,.22,.07,.27,1.2,-1.4,0.1,1.1,0.5,1.6,0.2,6.4
Bobby,Ombre,9,37,CF,OF,321,668,792,851,91,193,12,.244,.290,.327,.617,154,24,3,59,39,259,14,6,47,191,5,.083,.307,6,1,3,3,1.3,66.0,.24,.06,.20,-32.3,-0.2,0.1,-3.5,0.7,-35.2,-3.6,2.2
Arnold,Halley,15,40,3B,,452,1026,1086,1223,200,275,20,.253,.328,.363,.690,200,51,4,111,75,394,85,22,106,341,16,.110,.350,11,4,30,0,1.2,54.3,.31,.09,.27,-8.7,6.4,0.1,7.0,0.4,5.4,0.6,8.9
Stump,Wells,6,38,LF,1B/OF,8,316,12,15,3,2,0,.167,.333,.167,.500,2,0,0,1,0,2,0,0,3,4,0,.000,.250,0,0,0,0,0.0,Infinity,.33,.20,.00,-0.8,0.0,0.1,0.1,0.0,-0.6,-0.1,0.0
Homer,Terry,1,39,CF,OF,10,80,10,12,10,2,0,.200,.250,.200,.450,2,0,0,2,0,2,3,2,1,4,0,.000,.286,0,1,0,0,0.2,Infinity,.40,.08,.00,-1.1,-0.3,0.1,-0.1,0.0,-1.4,-0.1,-0.1
Freeman,Pugh,,32,1B,,14,160,36,38,5,8,3,.222,.263,.556,.819,2,3,0,5,6,20,1,1,2,13,0,.333,.250,0,0,0,0,0.2,12.0,.36,.05,.75,1.0,-0.3,0.1,-0.5,0.0,0.4,0.0,0.3
Cesar,Cherry,1,40,RF,,5,71,8,10,1,1,1,.125,.222,.500,.722,0,0,0,1,1,4,0,0,1,5,0,.375,.000,1,0,0,0,0.1,8.0,.63,.10,1.00,-0.1,0.0,0.1,-0.2,0.0,-0.2,0.0,0.0
Ryan,Porkman,,28,LF,1B,12,144,18,19,0,2,0,.111,.158,.167,.325,1,1,0,0,1,3,0,0,1,6,0,.056,.167,0,0,0,0,0.1,Infinity,.33,.05,.50,-2.6,0.0,0.1,0.2,0.0,-2.2,-0.2,0.0
Se,Chao Xiong,,24,C,RF,187,401,491,538,49,122,10,.248,.310,.354,.664,90,22,0,50,32,174,0,0,39,124,5,.106,.313,2,1,1,3,1.3,49.1,.25,.07,.26,-19.5,-0.4,0.1,3.4,0.3,-16.0,-1.6,2.6
Xerocks,Roosevelt,17,43,LF,,471,1277,1321,1487,150,319,30,.241,.314,.352,.666,237,48,4,145,82,465,26,13,132,319,13,.111,.294,10,11,6,0,1.2,44.0,.24,.09,.26,-27.3,-1.2,0.1,-0.1,1.0,-27.5,-2.8,7.4
Jade,Shadebright,,25,C,1B,237,480,616,679,85,156,18,.253,.306,.401,.707,103,33,2,89,53,247,9,5,49,160,2,.148,.308,2,10,2,4,1.4,34.2,.26,.07,.34,-19.6,-2.2,0.1,10.6,0.5,-10.6,-1.1,4.9
Brickly,Parker,1,39,1B,OF,6,80,12,12,1,4,0,.333,.333,.333,.667,4,0,0,1,0,4,0,0,0,2,0,.000,.400,0,0,0,0,0.2,Infinity,.17,.00,.00,-0.3,0.0,0.1,-0.2,0.0,-0.3,0.0,0.0
Haven,Oldman,6,35,CF,1B,272,480,657,727,89,164,8,.250,.308,.324,.633,133,21,2,74,31,213,15,10,54,167,5,.075,.319,4,7,2,2,1.5,82.1,.25,.07,.19,-26.1,-1.6,0.1,-3.0,0.7,-30.0,-3.0,2.0
Dud,Sputters,,22,1B,,5,241,6,7,1,3,0,.500,.571,.500,1.071,3,0,0,1,0,3,0,0,0,0,1,.000,.500,0,0,0,0,0.0,Infinity,.00,.00,.00,-0.1,0.0,0.1,-0.3,0.0,-0.3,0.0,0.0
Hippie,Roberts,,37,LF,1B,118,549,291,324,33,71,8,.244,.318,.381,.699,48,14,1,31,23,111,1,0,27,98,5,.137,.339,0,1,1,0,0.6,36.4,.34,.08,.32,1.0,0.0,0.0,1.6,0.1,2.7,0.3,2.5
Rip,Dipper,14,41,C,1B,664,1087,1621,1819,159,370,40,.228,.301,.346,.647,261,67,2,173,109,561,6,3,156,526,17,.118,.310,16,9,1,15,1.7,40.5,.32,.09,.29,-38.3,-0.8,0.0,23.4,1.1,-14.6,-1.5,10.9
Paisley,Glenn,1,38,LF,,3,52,10,10,0,3,0,.300,.300,.300,.600,3,0,0,0,0,3,0,0,0,2,0,.000,.375,0,0,0,0,0.2,Infinity,.20,.00,.00,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0
Monsieur,Doofy,,30,SS,IF,362,560,931,1042,103,202,30,.217,.294,.344,.638,145,26,1,97,57,320,5,3,87,356,16,.127,.314,6,2,21,0,1.9,31.0,.38,.08,.28,-31.9,-1.1,0.0,5.5,0.7,-26.8,-2.7,6.0
Goldie,Legstrong,,32,1B,C,456,640,1184,1335,112,263,8,.222,.297,.280,.577,213,39,3,100,50,332,11,7,116,272,13,.058,.279,13,9,3,1,2.1,148.0,.23,.09,.19,-66.9,-1.9,0.0,-2.9,0.7,-70.9,-7.2,2.8
Arlo,Bass,17,36,LF,,925,1343,2874,3190,376,796,71,.277,.342,.416,.758,549,165,11,350,247,1196,43,18,248,518,41,.139,.315,14,13,12,0,2.4,40.5,.18,.08,.31,29.2,-1.3,0.0,-0.3,1.4,29.0,2.9,24.7
Squishe,Sherman,10,40,LF,RF,157,699,321,358,66,71,1,.221,.286,.259,.545,61,9,0,31,10,83,22,5,28,73,2,.037,.281,5,2,2,1,0.5,321.0,.23,.08,.14,-23.2,2.0,0.0,1.5,0.3,-19.3,-2.0,0.5
Jazmine,Boyle,,37,LF,RF,930,961,2982,3295,405,792,129,.266,.328,.457,.785,487,169,7,363,305,1362,11,9,259,535,26,.191,.284,10,18,16,0,3.4,23.1,.18,.08,.39,58.2,-3.8,0.0,9.4,1.3,65.2,6.6,30.2
Angel,Rocinante,15,43,1B,IF/OF,1002,1167,2728,3031,327,707,81,.259,.322,.402,.724,485,136,5,343,222,1096,29,14,244,713,21,.143,.320,17,21,49,3,2.6,33.7,.26,.08,.31,0.5,-1.9,0.0,-14.0,1.5,-13.8,-1.4,19.2
Gerald,Huxley,7,38,1B,2B,389,513,1155,1312,158,307,55,.266,.345,.461,.806,193,58,1,174,114,532,3,0,130,266,15,.195,.299,2,10,12,0,2.6,21.0,.23,.10,.37,30.2,0.2,0.0,-10.8,1.1,20.8,2.1,11.0
Daiso,Miyamoto,10,38,LF,C,715,775,2241,2484,311,628,62,.280,.343,.425,.768,439,116,11,275,189,952,42,20,205,358,16,.145,.308,8,14,11,2,3.2,36.1,.16,.08,.30,34.6,-1.6,0.0,-1.5,1.6,33.1,3.4,20.4
CHI,Romano,8,37,SS,3B,587,640,1817,1989,216,470,25,.259,.315,.357,.671,348,91,6,177,122,648,40,16,133,251,19,.098,.287,12,8,39,0,3.1,72.7,.14,.07,.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H.K.,Sugahiro,,19,1B,C,1,1,3,3,0,1,0,.333,.333,.667,1.000,0,1,0,1,1,2,0,0,0,1,0,.333,.500,0,0,0,0,3.0,Infinity,.33,.00,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portia,Mosswind,,28,2B,3B,1,1,3,3,0,1,0,.333,.333,.333,.667,1,0,0,1,0,1,0,0,0,0,0,.000,.333,0,0,0,0,3.0,Infinity,.00,.00,.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franz,Foghorn,,25,SS,3B,1,1,3,3,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,2,0,.000,.000,0,0,0,0,3.0,Infinity,.67,.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Leg,,27,CF,1B,1,1,3,3,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,1,0,.000,.000,0,0,0,0,3.0,Infinity,.33,.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novigrad,Henchdwarf,,26,LF,1B/OF,1,1,2,2,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,2.0,Infinity,.00,.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mammy,Yokum,,23,C,,1,1,1,1,0,1,0,1.000,1.000,1.000,2.000,1,0,0,0,0,1,0,0,0,0,0,.000,1.000,0,0,0,0,1.0,Infinity,.00,.00,.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emir,Djuric,,25,LF,RF,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo,Freehold,17,35,3B,OF,991,1200,2669,2983,347,675,57,.253,.320,.369,.689,491,114,13,333,184,986,80,29,249,709,26,.117,.320,11,28,47,0,2.5,46.8,.27,.08,.27,-44.9,1.3,0.0,10.0,1.4,-32.1,-3.3,17.1
Valentino,Rosebud,,28,RF,IF/OF,620,690,1855,2078,256,539,81,.291,.357,.481,.839,350,105,3,286,189,893,13,4,179,402,22,.191,.330,7,15,16,0,3.0,22.9,.22,.09,.35,71.3,-0.9,0.0,-24.5,1.1,47.0,4.8,20.7
Packie,Naughton,,22,1B,C,140,160,425,477,55,108,22,.254,.326,.468,.794,62,23,1,60,46,199,1,1,43,101,3,.214,.283,4,2,1,0,3.0,19.3,.24,.09,.43,9.0,-1.5,0.0,-1.3,0.4,6.7,0.7,5.7
Remmy,Spatzul,,36,LF,1B/OF,218,546,423,472,91,89,6,.210,.284,.298,.582,67,13,3,33,22,126,28,20,41,134,4,.087,.289,0,4,5,0,0.9,70.5,.32,.09,.25,-27.0,-3.5,0.0,1.9,0.2,-28.4,-2.9,0.8
Jayda,Dixon,9,43,C,,131,594,312,355,28,68,2,.218,.303,.276,.579,54,12,0,20,14,86,5,2,36,106,3,.058,.320,2,2,1,2,0.6,156.0,.34,.10,.21,-17.2,0.0,0.0,2.5,0.3,-14.5,-1.5,1.0
Spicy,Downtown,9,40,2B,OF,158,627,356,413,43,79,2,.222,.313,.275,.588,64,13,0,26,15,98,0,0,41,83,8,.053,.280,4,4,9,0,0.7,178.0,.23,.10,.19,-16.3,-0.2,0.0,2.3,0.3,-13.9,-1.4,1.4
Paavo,Jokela,,26,LF,RF,345,357,1103,1226,151,288,20,.261,.328,.385,.714,198,63,7,108,90,425,29,9,103,217,11,.124,.307,2,7,6,0,3.4,55.2,.20,.08,.31,-13.3,2.3,0.0,4.1,0.9,-6.0,-0.6,9.6
Gale,Huerta,15,40,LF,1B/OF,984,1132,2945,3318,398,740,91,.251,.322,.401,.723,490,149,10,372,250,1182,16,6,287,594,35,.150,.283,21,30,18,3,2.9,32.4,.20,.09,.34,-13.1,-0.9,-0.1,7.7,1.8,-4.6,-0.5,22.1
Archer,Freehold,,35,LF,,407,669,1256,1409,147,311,41,.248,.314,.387,.701,218,52,0,163,93,486,2,0,122,257,7,.139,.277,8,16,5,0,2.1,30.6,.20,.09,.30,-19.8,-0.4,-0.1,-0.1,0.6,-19.9,-2.1,8.6
Crosby,Sandoval,,24,RF,OF,68,80,192,211,23,53,5,.276,.330,.406,.736,39,8,1,25,14,78,2,0,14,45,2,.130,.336,2,1,2,0,2.6,38.4,.23,.07,.26,-12.9,0.2,-0.1,-1.1,0.3,-13.6,-1.4,1.5
Brendan,Chavez,5,36,C,OF,308,400,801,894,104,202,26,.252,.319,.388,.707,145,31,0,111,57,311,17,8,72,203,10,.136,.304,4,7,2,5,2.2,30.8,.25,.08,.28,-5.4,-0.4,-0.1,12.7,0.8,7.6,0.8,6.9
Neville,Khan,3,45,C,1B,140,240,374,408,35,90,7,.241,.304,.342,.646,66,17,0,36,24,128,0,0,31,83,3,.102,.292,0,0,1,2,1.7,53.4,.22,.08,.27,-13.4,0.0,-0.1,4.9,0.4,-8.2,-0.8,2.0
Uriah,Melendez III,3,38,C,,28,96,68,73,4,12,0,.176,.233,.206,.439,10,2,0,4,2,14,0,0,5,25,0,.029,.279,0,0,0,1,0.8,Infinity,.37,.07,.17,-8.2,0.0,-0.1,0.5,0.1,-7.7,-0.8,-0.3
Frankie,Jager,,29,CF,OF,707,719,2276,2532,405,654,118,.287,.350,.519,.869,378,142,16,344,276,1182,232,20,207,265,23,.232,.280,5,21,11,0,3.5,19.3,.12,.08,.42,106.9,38.9,-0.1,-8.5,1.3,138.5,14.0,33.0
Ford,Dupree,14,43,CF,OF,780,947,2450,2744,356,666,98,.272,.340,.448,.788,431,136,1,338,235,1098,3,3,241,310,23,.176,.275,6,24,12,0,2.9,25.0,.13,.09,.35,31.6,-1.8,-0.1,-8.5,1.9,23.0,2.3,21.1
